phone	retailer_type	retailer_name		distribution_route	area	city
201111594865	Restaurant	جولدن مخبوزات		الدقي	الدقي	الجيزه
201111594865	Restaurant	جولدن مخبوزات				
201111594865	Restaurant	جولدن مخبوزات		الدقي		
201111594865	Restaurant	جولدن مخبوزات		الدقي	الدقي	
201111603963	Cafe	Mazzika Café Sheraton		مصر الجديدة	الزيتون	القاهرة
201111603963	Cafe	Mazzika Café Sheraton		مصر الجديدة	عين شمس	القاهرة
201111603963	Cafe	Mazzika Café Sheraton		مصر الجديدة	مدينة المستقبل	القاهرة
201111603963	Cafe	Mazzika Café Sheraton		مصر الجديدة	مصر الجديدة	القاهرة
201111603963	Cafe	Mazzika Café Sheraton				
201111603963	Cafe	Mazzika Café Sheraton		مصر الجديدة		
201111603963	Cafe	Mazzika Café Sheraton		مصر الجديدة	الزيتون	
201111603963	Cafe	Mazzika Café Sheraton		مصر الجديدة	عين شمس	
201111603963	Cafe	Mazzika Café Sheraton		مصر الجديدة	مدينة المستقبل	
201111603963	Cafe	Mazzika Café Sheraton		مصر الجديدة	مصر الجديدة	
201111620951	Cafe	shaghaf working space		مصر الجديدة	مصر الجديدة	القاهرة
201111620951	Cafe	shaghaf working space				
201111620951	Cafe	shaghaf working space		مصر الجديدة		
201111620951	Cafe	shaghaf working space		مصر الجديدة	مصر الجديدة	
201111738455	Restaurant	or lun9		مصر الجديدة	مصر الجديدة	القاهرة
201111738455	Restaurant	or lun9				
201111738455	Restaurant	or lun9		مصر الجديدة		
201111738455	Restaurant	or lun9		مصر الجديدة	مصر الجديدة	
201111752811	Cafe	عصير الوليد		الزاوية الحمراء‎‎	الزاوية الحمراء‎‎	القاهرة
201111752811	Cafe	عصير الوليد		الزاوية الحمراء	الزاوية الحمراء‎‎	القاهرة
201111752811	Cafe	عصير الوليد				
201111752811	Cafe	عصير الوليد		الزاوية الحمراء‎‎		
201111752811	Cafe	عصير الوليد		الزاوية الحمراء‎‎	الزاوية الحمراء‎‎	
201111752811	Cafe	عصير الوليد		الزاوية الحمراء		
201111752811	Cafe	عصير الوليد		الزاوية الحمراء	الزاوية الحمراء‎‎	
201111767869	Cafe	كافيه زلزال		مصر الجديدة	مصر الجديدة	القاهرة
201111767869	Cafe	كافيه زلزال				
201111767869	Cafe	كافيه زلزال		مصر الجديدة		
201111767869	Cafe	كافيه زلزال		مصر الجديدة	مصر الجديدة	
201111772509	Cafe	cafe elhady		شبرا مصر	شبرا مصر	القاهرة
201111772509	Cafe	cafe elhady				
201111772509	Cafe	cafe elhady		شبرا مصر		
201111772509	Cafe	cafe elhady		شبرا مصر	شبرا مصر	
201111776008	Restaurant	بايك برجر		مصر الجديدة	مصر الجديدة	القاهرة
201111776008	Restaurant	بايك برجر				
201111776008	Restaurant	بايك برجر		مصر الجديدة		
201111776008	Restaurant	بايك برجر		مصر الجديدة	مصر الجديدة	
201111779288	Restaurant	ابناء الصالحين		عين شمس	المرج	القاهرة
201111779288	Restaurant	ابناء الصالحين		عين شمس	عين شمس	القاهرة
201111779288	Restaurant	ابناء الصالحين				
201111779288	Restaurant	ابناء الصالحين		عين شمس		
201111779288	Restaurant	ابناء الصالحين		عين شمس	المرج	
201111779288	Restaurant	ابناء الصالحين		عين شمس	عين شمس	
201111784078	Company	الخيال		الحوامدية	الحوامدية	الجيزه
201111784078	Company	الخيال				
201111784078	Company	الخيال		الحوامدية		
201111784078	Company	الخيال		الحوامدية	الحوامدية	
201111785558	Restaurant	مطعم ويلسي		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201111785558	Restaurant	مطعم ويلسي				
201111785558	Restaurant	مطعم ويلسي		مدينة نصر		
201111785558	Restaurant	مطعم ويلسي		مدينة نصر	مدينة نصر‎‎‎‎	
201111786365	Restaurant	ابو رسلان العطار		6 اكتوبر	6 اكتوبر	الجيزه
201111786365	Restaurant	ابو رسلان العطار				
201111786365	Restaurant	ابو رسلان العطار		6 اكتوبر		
201111786365	Restaurant	ابو رسلان العطار		6 اكتوبر	6 اكتوبر	
201111797190	Cafe	The brand Box		دار السلام‎	دار السلام‎	القاهرة
201111797190	Cafe	The brand Box				
201111797190	Cafe	The brand Box		دار السلام‎		
201111797190	Cafe	The brand Box		دار السلام‎	دار السلام‎	
201111800872	Cafe	دي روما		الزمالك	الزمالك	الجيزه
201111800872	Cafe	دي روما				
201111800872	Cafe	دي روما		الزمالك		
201111800872	Cafe	دي روما		الزمالك	الزمالك	
201111812117	Restaurant	مخبوزات سم سم		المقطم	المقطم	القاهرة
201111812117	Restaurant	مخبوزات سم سم				
201111812117	Restaurant	مخبوزات سم سم		المقطم		
201111812117	Restaurant	مخبوزات سم سم		المقطم	المقطم	
201111828277	Cafe	عصائر زمزم		الفشن	الفشن	بني سويف
201111828277	Cafe	عصائر زمزم				
201111828277	Cafe	عصائر زمزم		الفشن		
201111828277	Cafe	عصائر زمزم		الفشن	الفشن	
201111838500	Cafe	gedo cafee		شبرا مصر	شبرا مصر	القاهرة
201111838500	Cafe	gedo cafee				
201111838500	Cafe	gedo cafee		شبرا مصر		
201111838500	Cafe	gedo cafee		شبرا مصر	شبرا مصر	
201111871742	Restaurant	safer cafe		الدقي	الدقي	الجيزه
201111871742	Restaurant	safer cafe		الدقي 	الدقي	الجيزه
201111871742	Restaurant	safer cafe				
201111871742	Restaurant	safer cafe		الدقي		
201111871742	Restaurant	safer cafe		الدقي	الدقي	
201111871742	Restaurant	safer cafe		الدقي 		
201111871742	Restaurant	safer cafe		الدقي 	الدقي	
201111879402	Cafe	الحريفة		6 اكتوبر	6 اكتوبر	الجيزه
201111879402	Cafe	الحريفة				
201111879402	Cafe	الحريفة		6 اكتوبر		
201111879402	Cafe	الحريفة		6 اكتوبر	6 اكتوبر	
201111930871	Restaurant	Jam Lounge		المقطم	المقطم	القاهرة
201111930871	Restaurant	Jam Lounge				
201111930871	Restaurant	Jam Lounge		المقطم		
201111930871	Restaurant	Jam Lounge		المقطم	المقطم	
201111936866	Restaurant	maharlika		فيصل	فيصل	الجيزه
201111936866	Restaurant	maharlika				
201111936866	Restaurant	maharlika		فيصل		
201111936866	Restaurant	maharlika		فيصل	فيصل	
201111946095	Restaurant	مطعم بحر		الهرم	الهرم	الجيزه
201111946095	Restaurant	مطعم بحر				
201111946095	Restaurant	مطعم بحر		الهرم		
201111946095	Restaurant	مطعم بحر		الهرم	الهرم	
201112033208	Restaurant	Void		الازريطه 	الازاريطة	الإسكندرية
201112033208	Restaurant	Void				
201112033208	Restaurant	Void		الازريطه 		
201112033208	Restaurant	Void		الازريطه 	الازاريطة	
201112207299	Cafe	Hope Co-working space		الزقازيق3	الزقازيق 2	الزقازيق
201112207299	Cafe	Hope Co-working space		الزقازيق3	الزقازيق 4	الزقازيق
201112207299	Cafe	Hope Co-working space		الزقازيق3	الزقازيق3	الزقازيق
201112207299	Cafe	Hope Co-working space		الزقازيق3	الزقازيق5	الزقازيق
201112207299	Cafe	Hope Co-working space				
201112207299	Cafe	Hope Co-working space		الزقازيق3		
201112207299	Cafe	Hope Co-working space		الزقازيق3	الزقازيق 2	
201112207299	Cafe	Hope Co-working space		الزقازيق3	الزقازيق 4	
201112207299	Cafe	Hope Co-working space		الزقازيق3	الزقازيق3	
201112207299	Cafe	Hope Co-working space		الزقازيق3	الزقازيق5	
201112253838	Cafe	قهوه يدبغه		شبرا مصر	شبرا مصر	القاهرة
201112253838	Cafe	قهوه يدبغه				
201112253838	Cafe	قهوه يدبغه		شبرا مصر		
201112253838	Cafe	قهوه يدبغه		شبرا مصر	شبرا مصر	
201112270202	Cafe	ماركت الليوان		6 اكتوبر	6 اكتوبر	الجيزه
201112270202	Cafe	ماركت الليوان				
201112270202	Cafe	ماركت الليوان		6 اكتوبر		
201112270202	Cafe	ماركت الليوان		6 اكتوبر	6 اكتوبر	
201112441546	Company	Future 		حلوان	حلوان	القاهرة
201112441546	Company	Future 		حلوان 	حلوان	القاهرة
201112441546	Company	Future 				
201112441546	Company	Future 		حلوان		
201112441546	Company	Future 		حلوان	حلوان	
201112441546	Company	Future 		حلوان 		
201112441546	Company	Future 		حلوان 	حلوان	
201112445860	Cafe	كافتيريا هوت ميكس		سيدي بشر	سيدي بشر	الإسكندرية
201112445860	Cafe	كافتيريا هوت ميكس				
201112445860	Cafe	كافتيريا هوت ميكس		سيدي بشر		
201112445860	Cafe	كافتيريا هوت ميكس		سيدي بشر	سيدي بشر	
201112465809	Cafe	Dali Dooz		الشيخ زايد	الشيخ زايد	الجيزه
201112465809	Cafe	Dali Dooz		الشيخ زايد 	الشيخ زايد	الجيزه
201112465809	Cafe	Dali Dooz				
201112465809	Cafe	Dali Dooz		الشيخ زايد		
201112465809	Cafe	Dali Dooz		الشيخ زايد	الشيخ زايد	
201112465809	Cafe	Dali Dooz		الشيخ زايد 		
201112465809	Cafe	Dali Dooz		الشيخ زايد 	الشيخ زايد	
201112481505	Cafe	كافتريا		السيدة زينب	السيدة زينب	القاهرة
201112481505	Cafe	كافتريا		السيدة زينب 	السيدة زينب	القاهرة
201112481505	Cafe	كافتريا		السيده زينب	السيدة زينب	القاهرة
201112481505	Cafe	كافتريا		السيده زينب 	السيدة زينب	القاهرة
201112481505	Cafe	كافتريا		حي السيده زينب	السيدة زينب	القاهرة
201112481505	Cafe	كافتريا				
201112481505	Cafe	كافتريا		السيدة زينب		
201112481505	Cafe	كافتريا		السيدة زينب	السيدة زينب	
201112481505	Cafe	كافتريا		السيدة زينب 		
201112481505	Cafe	كافتريا		السيدة زينب 	السيدة زينب	
201112481505	Cafe	كافتريا		السيده زينب		
201112481505	Cafe	كافتريا		السيده زينب	السيدة زينب	
201112481505	Cafe	كافتريا		السيده زينب 		
201112481505	Cafe	كافتريا		السيده زينب 	السيدة زينب	
201112481505	Cafe	كافتريا		حي السيده زينب		
201112481505	Cafe	كافتريا		حي السيده زينب	السيدة زينب	
201112506120	Restaurant	اسناك باك		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201112506120	Restaurant	اسناك باك				
201112506120	Restaurant	اسناك باك		حي مدينه نصر‎‎‎‎		
201112506120	Restaurant	اسناك باك		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201112533366	Cafe	المشرابية 		6 اكتوبر	6 اكتوبر	الجيزه
201112533366	Cafe	المشرابية 		امبابة	امبابة	الجيزه
201112533366	Cafe	المشرابية 				
201112533366	Cafe	المشرابية 		6 اكتوبر		
201112533366	Cafe	المشرابية 		6 اكتوبر	6 اكتوبر	
201112533366	Cafe	المشرابية 		امبابة		
201112533366	Cafe	المشرابية 		امبابة	امبابة	
201112537767	Restaurant	مخبز مكه		امبابة	امبابة	الجيزه
201112537767	Restaurant	مخبز مكه				
201112537767	Restaurant	مخبز مكه		امبابة		
201112537767	Restaurant	مخبز مكه		امبابة	امبابة	
201112538488	Restaurant	مخبز الكوامل		الهرم	الهرم	الجيزه
201112538488	Restaurant	مخبز الكوامل		حي الجيزة	حي الجيزة	الجيزه
201112538488	Restaurant	مخبز الكوامل				
201112538488	Restaurant	مخبز الكوامل		الهرم		
201112538488	Restaurant	مخبز الكوامل		الهرم	الهرم	
201112538488	Restaurant	مخبز الكوامل		حي الجيزة		
201112538488	Restaurant	مخبز الكوامل		حي الجيزة	حي الجيزة	
201112542396	Restaurant	فرن بريدز		التجمع و الرحاب	التجمع و الرحاب	القاهرة
201112542396	Restaurant	فرن بريدز				
201112542396	Restaurant	فرن بريدز		التجمع و الرحاب		
201112542396	Restaurant	فرن بريدز		التجمع و الرحاب	التجمع و الرحاب	
201112654006	Restaurant	كويك		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201112654006	Restaurant	كويك		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201112654006	Restaurant	كويك		مدينة نصر 	مدينة نصر‎‎‎‎	القاهرة
201112654006	Restaurant	كويك				
201112654006	Restaurant	كويك		حي مدينه نصر‎‎‎‎		
201112654006	Restaurant	كويك		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201112654006	Restaurant	كويك		مدينة نصر		
201112654006	Restaurant	كويك		مدينة نصر	مدينة نصر‎‎‎‎	
201112654006	Restaurant	كويك		مدينة نصر 		
201112654006	Restaurant	كويك		مدينة نصر 	مدينة نصر‎‎‎‎	
201112661015	Restaurant	الشبراوي		المقطم	المقطم	القاهرة
201112661015	Restaurant	الشبراوي				
201112661015	Restaurant	الشبراوي		المقطم		
201112661015	Restaurant	الشبراوي		المقطم	المقطم	
201112676555	Cafe	كافيه الفرسان		المهندسين	المهندسين	الجيزه
201112676555	Cafe	كافيه الفرسان		المهندسين 	المهندسين	الجيزه
201112676555	Cafe	كافيه الفرسان		مهندسين	المهندسين	الجيزه
201112676555	Cafe	كافيه الفرسان				
201112676555	Cafe	كافيه الفرسان		المهندسين		
201112676555	Cafe	كافيه الفرسان		المهندسين	المهندسين	
201112676555	Cafe	كافيه الفرسان		المهندسين 		
201112676555	Cafe	كافيه الفرسان		المهندسين 	المهندسين	
201112676555	Cafe	كافيه الفرسان		مهندسين		
201112676555	Cafe	كافيه الفرسان		مهندسين	المهندسين	
201112702472	Cafe	قهوه الخطيب		الغنايم	الغنايم	اسيوط
201112702472	Cafe	قهوه الخطيب				
201112702472	Cafe	قهوه الخطيب		الغنايم		
201112702472	Cafe	قهوه الخطيب		الغنايم	الغنايم	
201112808841	Cafe	flight mode		دار السلام	دار السلام‎	القاهرة
201112808841	Cafe	flight mode				
201112808841	Cafe	flight mode		دار السلام		
201112808841	Cafe	flight mode		دار السلام	دار السلام‎	
201112915785	Cafe	تايم اوت		المنيل	وسط البلد 	القاهرة
201112915785	Cafe	تايم اوت		وسط البلد	وسط البلد 	القاهرة
201112915785	Cafe	تايم اوت		وسط البلد 	وسط البلد 	القاهرة
201112915785	Cafe	تايم اوت				
201112915785	Cafe	تايم اوت		المنيل		
201112915785	Cafe	تايم اوت		المنيل	وسط البلد 	
201112915785	Cafe	تايم اوت		وسط البلد		
201112915785	Cafe	تايم اوت		وسط البلد	وسط البلد 	
201112915785	Cafe	تايم اوت		وسط البلد 		
201112915785	Cafe	تايم اوت		وسط البلد 	وسط البلد 	
201112959563	Cafe	كافيه الكشك		مصر الجديدة	مصر الجديدة	القاهرة
201112959563	Cafe	كافيه الكشك		مصر الجديدة 	مصر الجديدة	القاهرة
201112959563	Cafe	كافيه الكشك				
201112959563	Cafe	كافيه الكشك		مصر الجديدة		
201112959563	Cafe	كافيه الكشك		مصر الجديدة	مصر الجديدة	
201112959563	Cafe	كافيه الكشك		مصر الجديدة 		
201112959563	Cafe	كافيه الكشك		مصر الجديدة 	مصر الجديدة	
201113001890	Restaurant	crispy corner		المقطم	المقطم	القاهرة
201113001890	Restaurant	crispy corner				
201113001890	Restaurant	crispy corner		المقطم		
201113001890	Restaurant	crispy corner		المقطم	المقطم	
201113029836	Cafe	ريفورم		سموحة	سموحة	الإسكندرية
201113029836	Cafe	ريفورم				
201113029836	Cafe	ريفورم		سموحة		
201113029836	Cafe	ريفورم		سموحة	سموحة	
201113061440	Cafe	افندينا		شبرا مصر	شبرا مصر	القاهرة
201113061440	Cafe	افندينا				
201113061440	Cafe	افندينا		شبرا مصر		
201113061440	Cafe	افندينا		شبرا مصر	شبرا مصر	
201113098529	Restaurant	hippo chinese food		الشيخ زايد	الشيخ زايد	الجيزه
201113098529	Restaurant	hippo chinese food				
201113098529	Restaurant	hippo chinese food		الشيخ زايد		
201113098529	Restaurant	hippo chinese food		الشيخ زايد	الشيخ زايد	
201113101333	Cafe	كافيه ڤينوس		العبور	العبور	القاهرة
201113101333	Cafe	كافيه ڤينوس				
201113101333	Cafe	كافيه ڤينوس		العبور		
201113101333	Cafe	كافيه ڤينوس		العبور	العبور	
201113131051	Cafe	كافيتريا كريم البيشاوي		منيا القمح	منيا القمح 	الزقازيق
201113131051	Cafe	كافيتريا كريم البيشاوي		منيا القمح	كفر شكر	القليوبية
201113131051	Cafe	كافيتريا كريم البيشاوي		منيا القمح	مشتول السوق	القليوبية
201113131051	Cafe	كافيتريا كريم البيشاوي				
201113131051	Cafe	كافيتريا كريم البيشاوي		منيا القمح		
201113131051	Cafe	كافيتريا كريم البيشاوي		منيا القمح	كفر شكر	
201113131051	Cafe	كافيتريا كريم البيشاوي		منيا القمح	مشتول السوق	
201113131051	Cafe	كافيتريا كريم البيشاوي		منيا القمح	منيا القمح 	
201113260395	Restaurant	sweet Ali		اسوان غرب 1	اسوان غرب	أسوان
201113260395	Restaurant	sweet Ali				
201113260395	Restaurant	sweet Ali		اسوان غرب 1		
201113260395	Restaurant	sweet Ali		اسوان غرب 1	اسوان غرب	
201113305730	Cafe	ريان		المطرية	المطرية	القاهرة
201113305730	Cafe	ريان				
201113305730	Cafe	ريان		المطرية		
201113305730	Cafe	ريان		المطرية	المطرية	
201113331554	Restaurant	برابوي برجر		حي السيده زينب	السيدة زينب	القاهرة
201113331554	Restaurant	برابوي برجر				
201113331554	Restaurant	برابوي برجر		حي السيده زينب		
201113331554	Restaurant	برابوي برجر		حي السيده زينب	السيدة زينب	
201113332845	Restaurant	Treats		الزيتون	الزيتون	القاهرة
201113332845	Restaurant	Treats				
201113332845	Restaurant	Treats		الزيتون		
201113332845	Restaurant	Treats		الزيتون	الزيتون	
201113334048	Restaurant	كريسكو		العجمي	العجمي	الإسكندرية
201113334048	Restaurant	كريسكو				
201113334048	Restaurant	كريسكو		العجمي		
201113334048	Restaurant	كريسكو		العجمي	العجمي	
201113367605	Cafe	كافية براديس		6 اكتوبر	6 اكتوبر	الجيزه
201113367605	Cafe	كافية براديس				
201113367605	Cafe	كافية براديس		6 اكتوبر		
201113367605	Cafe	كافية براديس		6 اكتوبر	6 اكتوبر	
201113444983	Cafe	h&n		سان ستيفانو	سان ستيفانو	الإسكندرية
201113444983	Cafe	h&n				
201113444983	Cafe	h&n		سان ستيفانو		
201113444983	Cafe	h&n		سان ستيفانو	سان ستيفانو	
201113480696	Cafe	ناصيه ذايد		الشيخ زايد	الشيخ زايد	الجيزه
201113480696	Cafe	ناصيه ذايد		الشيخ زايد 	الشيخ زايد	الجيزه
201113480696	Cafe	ناصيه ذايد				
201113480696	Cafe	ناصيه ذايد		الشيخ زايد		
201113480696	Cafe	ناصيه ذايد		الشيخ زايد	الشيخ زايد	
201113480696	Cafe	ناصيه ذايد		الشيخ زايد 		
201113480696	Cafe	ناصيه ذايد		الشيخ زايد 	الشيخ زايد	
201113516066	Cafe	قهوه بربري		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201113516066	Cafe	قهوه بربري				
201113516066	Cafe	قهوه بربري		حي مدينه نصر‎‎‎‎		
201113516066	Cafe	قهوه بربري		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201113532555	Cafe	تيتنك		فيصل	فيصل	الجيزه
201113532555	Cafe	تيتنك				
201113532555	Cafe	تيتنك		فيصل		
201113532555	Cafe	تيتنك		فيصل	فيصل	
201113561448	Cafe	trio cafe		مصر الجديدة	مصر الجديدة	القاهرة
201113561448	Cafe	trio cafe				
201113561448	Cafe	trio cafe		مصر الجديدة		
201113561448	Cafe	trio cafe		مصر الجديدة	مصر الجديدة	
201113609636	Cafe	البن البرازيلي 2		العبور	العبور	القاهرة
201113609636	Cafe	البن البرازيلي 2				
201113609636	Cafe	البن البرازيلي 2		العبور		
201113609636	Cafe	البن البرازيلي 2		العبور	العبور	
201113645348	Restaurant	nay		6 اكتوبر	6 اكتوبر	الجيزه
201113645348	Restaurant	nay				
201113645348	Restaurant	nay		6 اكتوبر		
201113645348	Restaurant	nay		6 اكتوبر	6 اكتوبر	
201113667746	Cafe	كافيه ام كلثوم		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201113667746	Cafe	كافيه ام كلثوم		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201113667746	Cafe	كافيه ام كلثوم				
201113667746	Cafe	كافيه ام كلثوم		حي مدينه نصر‎‎‎‎		
201113667746	Cafe	كافيه ام كلثوم		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201113667746	Cafe	كافيه ام كلثوم		مدينة نصر		
201113667746	Cafe	كافيه ام كلثوم		مدينة نصر	مدينة نصر‎‎‎‎	
201113671713	Cafe	سيتي درينك		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201113671713	Cafe	سيتي درينك		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201113671713	Cafe	سيتي درينك				
201113671713	Cafe	سيتي درينك		حي مدينه نصر‎‎‎‎		
201113671713	Cafe	سيتي درينك		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201113671713	Cafe	سيتي درينك		مدينة نصر		
201113671713	Cafe	سيتي درينك		مدينة نصر	مدينة نصر‎‎‎‎	
201113696240	Restaurant	فطير حكايه		فيصل	فيصل	الجيزه
201113696240	Restaurant	فطير حكايه				
201113696240	Restaurant	فطير حكايه		فيصل		
201113696240	Restaurant	فطير حكايه		فيصل	فيصل	
201113751888	Restaurant	مطعم حيفارا		فيصل	فيصل	الجيزه
201113751888	Restaurant	مطعم حيفارا				
201113751888	Restaurant	مطعم حيفارا		فيصل		
201113751888	Restaurant	مطعم حيفارا		فيصل	فيصل	
201113777419	Restaurant	القليوبي		عين شمس	عين شمس	القاهرة
201113777419	Restaurant	القليوبي				
201113777419	Restaurant	القليوبي		عين شمس		
201113777419	Restaurant	القليوبي		عين شمس	عين شمس	
201113792415	Cafe	درينك صالحين		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201113792415	Cafe	درينك صالحين		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201113792415	Cafe	درينك صالحين				
201113792415	Cafe	درينك صالحين		حي مدينه نصر‎‎‎‎		
201113792415	Cafe	درينك صالحين		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201113792415	Cafe	درينك صالحين		مدينة نصر		
201113792415	Cafe	درينك صالحين		مدينة نصر	مدينة نصر‎‎‎‎	
201114007770	Cafe	سمارت كافيه		العبور	العبور	القاهرة
201114007770	Cafe	سمارت كافيه				
201114007770	Cafe	سمارت كافيه		العبور		
201114007770	Cafe	سمارت كافيه		العبور	العبور	
201114060442	Restaurant	مطعم شادو		الزيتون	الزيتون	القاهرة
201114060442	Restaurant	مطعم شادو				
201114060442	Restaurant	مطعم شادو		الزيتون		
201114060442	Restaurant	مطعم شادو		الزيتون	الزيتون	
201114063158	Cafe	bar		عين شمس	عين شمس	القاهرة
201114063158	Cafe	bar				
201114063158	Cafe	bar		عين شمس		
201114063158	Cafe	bar		عين شمس	عين شمس	
201114092603	Cafe	نيو ليروسا		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201114092603	Cafe	نيو ليروسا		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201114092603	Cafe	نيو ليروسا				
201114092603	Cafe	نيو ليروسا		حي مدينه نصر‎‎‎‎		
201114092603	Cafe	نيو ليروسا		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201114092603	Cafe	نيو ليروسا		مدينة نصر		
201114092603	Cafe	نيو ليروسا		مدينة نصر	مدينة نصر‎‎‎‎	
201114100932	Restaurant	كريب		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201114100932	Restaurant	كريب				
201114100932	Restaurant	كريب		حي مدينه نصر‎‎‎‎		
201114100932	Restaurant	كريب		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201114101375	Restaurant	top shop		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201114101375	Restaurant	top shop				
201114101375	Restaurant	top shop		حي مدينه نصر‎‎‎‎		
201114101375	Restaurant	top shop		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201114142407	Cafe	Vip cafe 		بولاق الدكرور	ارض اللواء	الجيزه
201114142407	Cafe	Vip cafe 		بولاق الدكرور	بولاق الدكرور	الجيزه
201114142407	Cafe	Vip cafe 		بولاق الدكرور	فيصل	الجيزه
201114142407	Cafe	Vip cafe 		بولاق الدكرور‎‎	بولاق الدكرور	الجيزه
201114142407	Cafe	Vip cafe 		بولاق الدكرور‎‎	حي الجيزة	الجيزه
201114142407	Cafe	Vip cafe 		بولاق الدكرور 	بولاق الدكرور	الجيزه
201114142407	Cafe	Vip cafe 		بولاق الدكرور (التوزيعة الجديدة)	بولاق الدكرور	الجيزه
201114142407	Cafe	Vip cafe 				
201114142407	Cafe	Vip cafe 		بولاق الدكرور		
201114142407	Cafe	Vip cafe 		بولاق الدكرور	ارض اللواء	
201114142407	Cafe	Vip cafe 		بولاق الدكرور	بولاق الدكرور	
201114142407	Cafe	Vip cafe 		بولاق الدكرور	فيصل	
201114142407	Cafe	Vip cafe 		بولاق الدكرور‎‎		
201114142407	Cafe	Vip cafe 		بولاق الدكرور‎‎	بولاق الدكرور	
201114142407	Cafe	Vip cafe 		بولاق الدكرور‎‎	حي الجيزة	
201114142407	Cafe	Vip cafe 		بولاق الدكرور 		
201114142407	Cafe	Vip cafe 		بولاق الدكرور 	بولاق الدكرور	
201114142407	Cafe	Vip cafe 		بولاق الدكرور (التوزيعة الجديدة)		
201114142407	Cafe	Vip cafe 		بولاق الدكرور (التوزيعة الجديدة)	بولاق الدكرور	
201114155442	Restaurant	Full Tank		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201114155442	Restaurant	Full Tank				
201114155442	Restaurant	Full Tank		حي مدينه نصر‎‎‎‎		
201114155442	Restaurant	Full Tank		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201114191533	Restaurant	شامي نمبر وان		حدائق الاهرام	حدائق الاهرام	الجيزه
201114191533	Restaurant	شامي نمبر وان				
201114191533	Restaurant	شامي نمبر وان		حدائق الاهرام		
201114191533	Restaurant	شامي نمبر وان		حدائق الاهرام	حدائق الاهرام	
201114291010	Restaurant	بيتزا الچوكر		شبرا مصر	شبرا مصر	القاهرة
201114291010	Restaurant	بيتزا الچوكر				
201114291010	Restaurant	بيتزا الچوكر		شبرا مصر		
201114291010	Restaurant	بيتزا الچوكر		شبرا مصر	شبرا مصر	
201114343642	Cafe	بونجور		6 اكتوبر	6 اكتوبر	الجيزه
201114343642	Cafe	بونجور		6 أكتوبر (1)	6 اكتوبر	الجيزه
201114343642	Cafe	بونجور				
201114343642	Cafe	بونجور		6 اكتوبر		
201114343642	Cafe	بونجور		6 اكتوبر	6 اكتوبر	
201114343642	Cafe	بونجور		6 أكتوبر (1)		
201114343642	Cafe	بونجور		6 أكتوبر (1)	6 اكتوبر	
201114348993	Cafe	retro masr		المقطم	المقطم	القاهرة
201114348993	Cafe	retro masr				
201114348993	Cafe	retro masr		المقطم		
201114348993	Cafe	retro masr		المقطم	المقطم	
201114381414	Cafe	كافتريا ابن عشيري		الفيوم غرب	الفيوم غرب	الفيوم
201114381414	Cafe	كافتريا ابن عشيري				
201114381414	Cafe	كافتريا ابن عشيري		الفيوم غرب		
201114381414	Cafe	كافتريا ابن عشيري		الفيوم غرب	الفيوم غرب	
201114405556	Restaurant	فى رغيف		حدائق الاهرام	حدائق الاهرام	الجيزه
201114405556	Restaurant	فى رغيف				
201114405556	Restaurant	فى رغيف		حدائق الاهرام		
201114405556	Restaurant	فى رغيف		حدائق الاهرام	حدائق الاهرام	
201114499902	Restaurant	اكسبريس		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201114499902	Restaurant	اكسبريس		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201114499902	Restaurant	اكسبريس				
